;Orgão;Instrumento;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Código Item;IPT;Valor DL;Nº DL;Valor Item;Data Pagamento;Dia;Quinzena;Mês;Ano;Situação OBT;CNPJ 14FILL;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ_x;codigo;Código do município (IBGE);Nome do município;mun_upp;Região de Planejamento;REGIÃO DE PLANEJAMENTO;Nº LOTE;UNIDADE GERENCIADORA;Município;NÚMERO DE COZINHAS POR MUNICÍPIO;N° COZINHAS TOTAL /LOTE;N° COZINHAS FUNCIONANDO;FUNCIONANDO (TOTAL/LOTE);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024) TOTAL;NOVAS COZINHAS (2025);TOTAL DE COZINHA PARA ABRIR;TOTAL GERAL COZINHAS/LOTE;REFEIÇÕES /DIA;Nome;CNPJ_y;Situação;Filiação;Data de Validade;Data Cadastro;Data Alteracao;Nº de Socios;Nº de Sócios Válidos;Sócios com CAF(%);CNPJ_str
4840;Instituto Manuel Braga;1284650;20250526001418500;11070.0;2025-05-26;51890164000172;COOPERATIVA DOS PRODUTORES E AGRICULTORES F. DE BEBERIBE LTDA.;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);11070.0;738;11070.0;2025-05-27;27;2ªQuinzena;mai.;2025;Efetivada;51890164000172;51890164;0001;72;1;COOPAFBE;02;20230821;00;4633801;0111302,0119905,0119906,0121101,0141501,0142300,0153901,0155505,0159801,0321301,0322101,1031700,1033301,1033302,1041400,1063500,1064300,1065101,4623101,4623106,4623108,4623109,4631100,4632001,4632002,4633802,4637104,4692300,7020400,7490103,8211300;ACESSO;RR LAGOA FUNDA;SN;;DISTRITO DE SUCATINGA - ZONA RURAL;62840000;;;51890164000172;1343;2302206.0;Beberibe;BEBERIBE;Litoral Leste;Litoral Leste;LOTE 17;IMBRA;Beberibe;6.0;35.0;6.0;34.0;0.0;1.0;2.0;3.0;37.0;3.7;COOPERATIVA DOS PRODUTORES E AGRICULTORES FAMILIARES DE BEBERIBE LTDA;51890164000172.0;CAF Emitido;OCB;06/04/2025;22/01/2024 13:08:08;08/05/2025 10:19:05;41.0;39.0;100,00;51890164000172
4841;Instituto Manuel Braga;1284650;20250526001418500;10731.75;2025-05-26;51890164000172;COOPERATIVA DOS PRODUTORES E AGRICULTORES F. DE BEBERIBE LTDA.;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);10731.75;742;10731.75;2025-05-27;27;2ªQuinzena;mai.;2025;Efetivada;51890164000172;51890164;0001;72;1;COOPAFBE;02;20230821;00;4633801;0111302,0119905,0119906,0121101,0141501,0142300,0153901,0155505,0159801,0321301,0322101,1031700,1033301,1033302,1041400,1063500,1064300,1065101,4623101,4623106,4623108,4623109,4631100,4632001,4632002,4633802,4637104,4692300,7020400,7490103,8211300;ACESSO;RR LAGOA FUNDA;SN;;DISTRITO DE SUCATINGA - ZONA RURAL;62840000;;;51890164000172;1343;2302206.0;Beberibe;BEBERIBE;Litoral Leste;Litoral Leste;LOTE 17;IMBRA;Beberibe;6.0;35.0;6.0;34.0;0.0;1.0;2.0;3.0;37.0;3.7;COOPERATIVA DOS PRODUTORES E AGRICULTORES FAMILIARES DE BEBERIBE LTDA;51890164000172.0;CAF Emitido;OCB;06/04/2025;22/01/2024 13:08:08;08/05/2025 10:19:05;41.0;39.0;100,00;51890164000172
4842;Instituto Manuel Braga;1284650;20250527001419300;11070.0;2025-05-27;51890164000172;COOPERATIVA DOS PRODUTORES E AGRICULTORES F. DE BEBERIBE LTDA.;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);11070.0;746;11070.0;2025-05-28;28;2ªQuinzena;mai.;2025;Efetivada;51890164000172;51890164;0001;72;1;COOPAFBE;02;20230821;00;4633801;0111302,0119905,0119906,0121101,0141501,0142300,0153901,0155505,0159801,0321301,0322101,1031700,1033301,1033302,1041400,1063500,1064300,1065101,4623101,4623106,4623108,4623109,4631100,4632001,4632002,4633802,4637104,4692300,7020400,7490103,8211300;ACESSO;RR LAGOA FUNDA;SN;;DISTRITO DE SUCATINGA - ZONA RURAL;62840000;;;51890164000172;1343;2302206.0;Beberibe;BEBERIBE;Litoral Leste;Litoral Leste;LOTE 17;IMBRA;Beberibe;6.0;35.0;6.0;34.0;0.0;1.0;2.0;3.0;37.0;3.7;COOPERATIVA DOS PRODUTORES E AGRICULTORES FAMILIARES DE BEBERIBE LTDA;51890164000172.0;CAF Emitido;OCB;06/04/2025;22/01/2024 13:08:08;08/05/2025 10:19:05;41.0;39.0;100,00;51890164000172
4843;Instituto Manuel Braga;1284650;20250527001419300;10731.75;2025-05-27;51890164000172;COOPERATIVA DOS PRODUTORES E AGRICULTORES F. DE BEBERIBE LTDA.;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);10731.75;750;10731.75;2025-05-28;28;2ªQuinzena;mai.;2025;Efetivada;51890164000172;51890164;0001;72;1;COOPAFBE;02;20230821;00;4633801;0111302,0119905,0119906,0121101,0141501,0142300,0153901,0155505,0159801,0321301,0322101,1031700,1033301,1033302,1041400,1063500,1064300,1065101,4623101,4623106,4623108,4623109,4631100,4632001,4632002,4633802,4637104,4692300,7020400,7490103,8211300;ACESSO;RR LAGOA FUNDA;SN;;DISTRITO DE SUCATINGA - ZONA RURAL;62840000;;;51890164000172;1343;2302206.0;Beberibe;BEBERIBE;Litoral Leste;Litoral Leste;LOTE 17;IMBRA;Beberibe;6.0;35.0;6.0;34.0;0.0;1.0;2.0;3.0;37.0;3.7;COOPERATIVA DOS PRODUTORES E AGRICULTORES FAMILIARES DE BEBERIBE LTDA;51890164000172.0;CAF Emitido;OCB;06/04/2025;22/01/2024 13:08:08;08/05/2025 10:19:05;41.0;39.0;100,00;51890164000172
4875;Instituto Manuel Braga;1284650;20250626001435100;11070.0;2025-06-26;51890164000172;COOPERATIVA DOS PRODUTORES E AGRICULTORES F. DE BEBERIBE LTDA.;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);11070.0;799;11070.0;2025-06-27;27;2ªQuinzena;jun.;2025;Efetivada;51890164000172;51890164;0001;72;1;COOPAFBE;02;20230821;00;4633801;0111302,0119905,0119906,0121101,0141501,0142300,0153901,0155505,0159801,0321301,0322101,1031700,1033301,1033302,1041400,1063500,1064300,1065101,4623101,4623106,4623108,4623109,4631100,4632001,4632002,4633802,4637104,4692300,7020400,7490103,8211300;ACESSO;RR LAGOA FUNDA;SN;;DISTRITO DE SUCATINGA - ZONA RURAL;62840000;;;51890164000172;1343;2302206.0;Beberibe;BEBERIBE;Litoral Leste;Litoral Leste;LOTE 17;IMBRA;Beberibe;6.0;35.0;6.0;34.0;0.0;1.0;2.0;3.0;37.0;3.7;COOPERATIVA DOS PRODUTORES E AGRICULTORES FAMILIARES DE BEBERIBE LTDA;51890164000172.0;CAF Emitido;OCB;06/04/2025;22/01/2024 13:08:08;08/05/2025 10:19:05;41.0;39.0;100,00;51890164000172
4876;Instituto Manuel Braga;1284650;20250626001435100;10731.75;2025-06-26;51890164000172;COOPERATIVA DOS PRODUTORES E AGRICULTORES F. DE BEBERIBE LTDA.;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);10731.75;803;10731.75;2025-06-27;27;2ªQuinzena;jun.;2025;Efetivada;51890164000172;51890164;0001;72;1;COOPAFBE;02;20230821;00;4633801;0111302,0119905,0119906,0121101,0141501,0142300,0153901,0155505,0159801,0321301,0322101,1031700,1033301,1033302,1041400,1063500,1064300,1065101,4623101,4623106,4623108,4623109,4631100,4632001,4632002,4633802,4637104,4692300,7020400,7490103,8211300;ACESSO;RR LAGOA FUNDA;SN;;DISTRITO DE SUCATINGA - ZONA RURAL;62840000;;;51890164000172;1343;2302206.0;Beberibe;BEBERIBE;Litoral Leste;Litoral Leste;LOTE 17;IMBRA;Beberibe;6.0;35.0;6.0;34.0;0.0;1.0;2.0;3.0;37.0;3.7;COOPERATIVA DOS PRODUTORES E AGRICULTORES FAMILIARES DE BEBERIBE LTDA;51890164000172.0;CAF Emitido;OCB;06/04/2025;22/01/2024 13:08:08;08/05/2025 10:19:05;41.0;39.0;100,00;51890164000172
4877;Instituto Manuel Braga;1284650;20250626001435100;8954.4;2025-06-26;51890164000172;COOPERATIVA DOS PRODUTORES E AGRICULTORES F. DE BEBERIBE LTDA.;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);8954.4;822;8954.4;2025-06-27;27;2ªQuinzena;jun.;2025;Efetivada;51890164000172;51890164;0001;72;1;COOPAFBE;02;20230821;00;4633801;0111302,0119905,0119906,0121101,0141501,0142300,0153901,0155505,0159801,0321301,0322101,1031700,1033301,1033302,1041400,1063500,1064300,1065101,4623101,4623106,4623108,4623109,4631100,4632001,4632002,4633802,4637104,4692300,7020400,7490103,8211300;ACESSO;RR LAGOA FUNDA;SN;;DISTRITO DE SUCATINGA - ZONA RURAL;62840000;;;51890164000172;1343;2302206.0;Beberibe;BEBERIBE;Litoral Leste;Litoral Leste;LOTE 17;IMBRA;Beberibe;6.0;35.0;6.0;34.0;0.0;1.0;2.0;3.0;37.0;3.7;COOPERATIVA DOS PRODUTORES E AGRICULTORES FAMILIARES DE BEBERIBE LTDA;51890164000172.0;CAF Emitido;OCB;06/04/2025;22/01/2024 13:08:08;08/05/2025 10:19:05;41.0;39.0;100,00;51890164000172
4902;INSTITUTO FLOR DO PIQUI;1285130;20231025001108400;27490.81;2023-10-25;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);27490.81;198;3002.04;2023-10-26;26;2ªQuinzena;out.;2023;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4909;INSTITUTO FLOR DO PIQUI;1285130;20231113001120500;27490.81;2023-11-13;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);27490.81;244;3793.46;2023-11-14;14;1ªQuinzena;nov.;2023;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4915;INSTITUTO FLOR DO PIQUI;1285130;20231117001123500;54981.62;2023-11-17;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);54981.62;256;7586.92;2023-11-20;20;2ªQuinzena;nov.;2023;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4922;INSTITUTO FLOR DO PIQUI;1285130;20231227001158100;41620.08;2023-12-27;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);41620.08;336;3961.24;2023-12-28;28;2ªQuinzena;dez.;2023;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4936;INSTITUTO FLOR DO PIQUI;1285130;20240215001182500;78777.88;2024-02-15;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);78777.88;346;8027.8;2024-02-16;16;2ªQuinzena;fev.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4947;INSTITUTO FLOR DO PIQUI;1285130;20240311001197900;78777.88;2024-03-11;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);78777.88;381;8027.8;2024-03-12;12;1ªQuinzena;mar.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4957;INSTITUTO FLOR DO PIQUI;1285130;20240322001206100;78777.88;2024-03-22;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);78777.88;421;8027.8;2024-03-26;26;2ªQuinzena;mar.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4968;INSTITUTO FLOR DO PIQUI;1285130;20240515001233800;126591.27;2024-05-15;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);126591.27;553;16176.0;2024-05-16;16;2ªQuinzena;mai.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4978;INSTITUTO FLOR DO PIQUI;1285130;20240605001244500;126479.34;2024-06-05;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);126479.34;613;16176.0;2024-06-06;6;1ªQuinzena;jun.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
4990;INSTITUTO FLOR DO PIQUI;1285130;20240705001261100;126775.23;2024-07-05;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);126775.23;659;16243.4;2024-07-08;8;1ªQuinzena;jul.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
5004;INSTITUTO FLOR DO PIQUI;1285130;20240813001280200;104313.66;2024-08-13;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);104313.66;685;11002.5;2024-08-14;14;1ªQuinzena;ago.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
5014;INSTITUTO FLOR DO PIQUI;1285130;20240830001289000;104313.66;2024-08-30;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);104313.66;715;11002.5;2024-09-02;2;1ªQuinzena;set.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
5023;INSTITUTO FLOR DO PIQUI;1285130;20240923001299900;104197.08;2024-09-23;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);104197.08;737;10887.75;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
5040;INSTITUTO FLOR DO PIQUI;1285130;20241025001316600;56315.87;2024-10-25;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);56315.87;832;14581.25;2024-10-28;28;2ªQuinzena;out.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
5058;INSTITUTO FLOR DO PIQUI;1285130;20241119001330500;56891.87;2024-11-19;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);56891.87;865;14581.25;2024-11-21;21;2ªQuinzena;nov.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
5070;INSTITUTO FLOR DO PIQUI;1285130;20241212001347700;55744.76;2024-12-12;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);55744.76;939;14587.5;2024-12-13;13;1ªQuinzena;dez.;2024;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4;COOPERATIVA AGROINDUSTRIAL SUL CEARENSE ;37954887000167.0;CAF Emitido;UNICAFES;08/05/2026;21/02/2024 18:01:16;27/06/2025 18:56:15;425.0;62.0;100,00;37954887000167
