;Orgão;Instrumento;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Código Item;IPT;Valor DL;Nº DL;Valor Item;Data Pagamento;Dia;Quinzena;Mês;Ano;Situação OBT;CNPJ 14FILL;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ_x;codigo;Código do município (IBGE);Nome do município;mun_upp;Região de Planejamento;REGIÃO DE PLANEJAMENTO;Nº LOTE;UNIDADE GERENCIADORA;Município;NÚMERO DE COZINHAS POR MUNICÍPIO;N° COZINHAS TOTAL /LOTE;N° COZINHAS FUNCIONANDO;FUNCIONANDO (TOTAL/LOTE);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024) TOTAL;NOVAS COZINHAS (2025);TOTAL DE COZINHA PARA ABRIR;TOTAL GERAL COZINHAS/LOTE;REFEIÇÕES /DIA;Nome;CNPJ_y;Situação;Filiação;Data de Validade;Data Cadastro;Data Alteracao;Nº de Socios;Nº de Sócios Válidos;Sócios com CAF(%);CNPJ_str
3542;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20240228001189400;2950.0;2024-02-28;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);2950.0;247;973.5;2024-02-29;29;2ªQuinzena;fev.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3589;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20240612001248100;4932.2;2024-06-12;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);4932.2;251;2436.5;2024-06-13;13;1ªQuinzena;jun.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3614;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20240711001262800;5621.15;2024-07-11;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);5621.15;252;2620.2;2024-07-12;12;1ªQuinzena;jul.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3640;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20240807001277900;6396.6;2024-08-07;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);6396.6;254;3069.0;2024-08-08;8;1ªQuinzena;ago.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3665;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20240919001298700;8525.6;2024-09-19;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);8525.6;261;3989.7;2024-09-20;20;2ªQuinzena;set.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3691;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20241017001313400;6084.06;2024-10-17;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);6084.06;266;2762.1;2024-10-18;18;2ªQuinzena;out.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3716;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20241114001327600;5602.32;2024-11-14;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);5602.32;273;2455.2;2024-11-18;18;2ªQuinzena;nov.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3739;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20241212001347500;6565.8;2024-12-12;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);6565.8;282;3069.0;2024-12-13;13;1ªQuinzena;dez.;2024;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3759;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20250122001367100;5120.58;2025-01-22;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);5120.58;292;2148.3;2025-01-23;23;2ªQuinzena;jan.;2025;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3786;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20250210001375300;6565.8;2025-02-10;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);6565.8;298;2306.4;2025-02-11;11;1ªQuinzena;fev.;2025;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3808;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20250313001388700;6216.12;2025-03-13;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);6216.12;302;2075.76;2025-03-14;14;1ªQuinzena;mar.;2025;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3830;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20250408001399700;6390.96;2025-04-08;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);6390.96;307;3069.0;2025-04-09;9;1ªQuinzena;abr.;2025;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3849;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20250507001411300;5602.32;2025-05-07;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);5602.32;311;2455.2;2025-05-08;8;1ªQuinzena;mai.;2025;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
3854;CARITAS DIOCESANA DE CRATEUS CDC;1285146;20250528001420700;5077.8;2025-05-28;33189459000134;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTOES DE CRATEUS;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);5077.8;315;2455.2;2025-05-29;29;2ªQuinzena;mai.;2025;Efetivada;33189459000134;33189459;0001;34;1;COOPERAGRI;02;20190329;00;4712100;0111302,0111399,0121101,0133402,0133403,0133404,0133408,0133409,0133410,0133499,0139303,0139304,0139399,0141501,0141502,0142300,0151201,0151202,0152102,0152103,0153901,0153902,0154700,0155501,0155502,0155503,0155504,0155505,0159801,0161003,0210105,0210106,0210107,0210108,0210199,0220901,0220902,0220906,0220999,0230600,0312401,0322101,1011201,1011203,1011205,1012101,1012102,1012103,1012104,1013901,1013902,1020101,1031700,1032599,1033301,1033302,1041400,1042200,1051100,1052000,1063500,1064300,1065101,1066000,1091102,1092900,1095300,4611700,4623101,4623102,4623103,4623106,4623108,4623109,4623199,4631100,4632001,4632002,4632003,4633801,4633802,4634601,4634602,4634603,4634699,4637102,4637103,4637104,4637105,4671100,4692300,4721103,4722901,4722902,4724500,4789002,7490103,8219999;RUA;CORONEL LUCIO;719;;CENTRO;63700061;;;33189459000134;1383;2304103.0;Crateús;CRATEÚS;Sertão dos Crateús;Sertão dos Crateús;LOTE 36;CÁRITAS DIOCESANA DE CRATEÚS;Crateús;10.0;22.0;10.0;22.0;0.0;0.0;4.0;4.0;26.0;2.6;COOPERATIVA DA AGRICULTURA FAMILIAR DOS SERTÕES DE CRATEÚS;33189459000134.0;CAF Emitido;;;18/01/2024 15:38:00;12/05/2025 11:24:04;43.0;23.0;100,00;33189459000134
