;Orgão;Instrumento;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Código Item;IPT;Valor DL;Nº DL;Valor Item;Data Pagamento;Dia;Quinzena;Mês;Ano;Situação OBT;CNPJ 14FILL;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ;codigo;Código do município (IBGE);Nome do município;mun_upp;Região de Planejamento;REGIÃO DE PLANEJAMENTO;Nº LOTE;UNIDADE GERENCIADORA;Município;NÚMERO DE COZINHAS POR MUNICÍPIO;N° COZINHAS TOTAL /LOTE;N° COZINHAS FUNCIONANDO;FUNCIONANDO (TOTAL/LOTE);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024) TOTAL;NOVAS COZINHAS (2025);TOTAL DE COZINHA PARA ABRIR;TOTAL GERAL COZINHAS/LOTE;REFEIÇÕES /DIA
5157;INSTITUTO FLOR DO PIQUI;1285130;20250516001415400;109200.0;2025-05-16;45707976000137;VILLELA COMERCIO DE ALIMENTOS LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);109200.0;8413;109200.0;2025-05-19;19;2ªQuinzena;mai.;2025;Efetivada;45707976000137;45707976;0001;37;1;VILLELA ALIMENTOS;02;20220318;00;4722901;1013901,4712100;RUA;CORONEL JOAO CORREIA;3631;;GRANJA LISBOA;60540286;;;45707976000137;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
5158;INSTITUTO FLOR DO PIQUI;1285130;20250517001415500;62156.9;2025-05-17;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);62156.9;1112;9300.0;2025-05-19;19;2ªQuinzena;mai.;2025;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4
5159;INSTITUTO FLOR DO PIQUI;1285130;20250519001415900;15743.22;2025-05-19;31946333000131;RL PETROLEO EIRELE;Nota Fiscal;121;"Deslocamento e Logistica (combustiveis, locação de veiculos)
";15743.22;2183;7804.5;2025-05-20;20;2ªQuinzena;mai.;2025;Efetivada;31946333000131;31946333;0001;31;1;POSTO 3R;02;20181106;00;4731800;4729602,4732600;AVENIDA;PRESIDENTE CASTELO BRANCO;2094;;TIRADENTES;63031182;;;31946333000131;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5160;INSTITUTO FLOR DO PIQUI;1285130;20250521001416800;30313.5;2025-05-21;4368432000100;J.R DA SILVA MARTINS ARMAZÉM;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";30313.5;1839;73.5;2025-05-22;22;2ªQuinzena;mai.;2025;Efetivada;04368432000100;04368432;0001;00;1;J. R. DA SILVA;02;20050924;00;4712100;1811302,3312103,3313999,3811400,4530701,4530705,4612500,4613300,4614100,4618402,4623109,4623199,4631100,4633801,4637107,4642702,4643501,4644301,4647801,4649404,4661300,4662100,4664800,4669901,4674500,4679601,4679699,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4757100,4761001,4761003,4763601,4763602,4771701,4771704,4772500,4773300,4774100,4781400,4782201,4785799,4789002,4789007,4789099,4923002,4924800,5620101,5620102,5819100,7711000,7990200,8122200,8219901,8230001,8299799,8599604,8599605,9003500;AVENIDA;AIRTON SENA;362;;FRANCISCANOS;63020035;;;04368432000100;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5161;INSTITUTO FLOR DO PIQUI;1285130;20250522001417200;15999.41;2025-05-22;20662701000101;GEILSON BEZERRA DA SILVA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);15999.41;546;5621.04;2025-05-23;23;2ªQuinzena;mai.;2025;Efetivada;20662701000101;20662701;0001;01;1;COMERCIAL G. BEZERRA;02;20231010;00;4712100;1811302,3313999,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4761001,4761003,4763601,4763602,4763603,4772500,4774100,4781400,4782201,4785799,4789007,4789099,4923002,4924800,5620101,5819100,7990200,8122200,8230001,9003500,9511800;AVENIDA;PREFEITO CARLOS CRUZ;1627;LETRA A;SAO MIGUEL;63010455;;;20662701000101;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5162;INSTITUTO FLOR DO PIQUI;1285130;20250528001420800;249526.7;2025-05-28;58237623000162;JR COMERCIO ATACADISTA DE ALIMENTOS LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);249526.7;68;104687.5;2025-05-29;29;2ªQuinzena;mai.;2025;Efetivada;58237623000162;58237623;0001;62;1;JR ALIMENTOS;02;20241126;00;4639701;4722901,4632001,4632002,4633801,4634601,4634699,4712100,4637199;RUA;ECA DE QUEIROS;360;;VILA PERI;60730115;;;58237623000162;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
5163;INSTITUTO FLOR DO PIQUI;1285130;20250528001420800;60450.0;2025-05-28;16492239000166;PROVECTA EMPREENDIMENTOS LTDA - ME;Nota Fiscal;122;"Serviço de preparo de alimento
";60450.0;2754;60450.0;2025-05-29;29;2ªQuinzena;mai.;2025;Efetivada;16492239000166;16492239;0001;66;1;PROVECTA;02;20120705;00;4120400;1412601,1521100,1813001,1813099,1822901,3299003,3600601,3600602,3811400,4211101,4211102,4212000,4213800,4292801,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4322301,4322303,4330401,4330402,4330403,4330404,4330499,4391600,4399103,4399104,4923002,4924800,4929902,5590603,5620101,5620102,6311900,7020400,7312200,7319004,7420004,7490199,7719599,7729202,7732201,7733100,7739003,7739099,7810800,8122200,8129000,8211300,8219901,8219999,8230001,8230002,8511200,8512100,8513900,8550302,8592999,8599699,8730199,9001902,9001906,9001999,9003500,9329899,9521500;RUA;SAO LUIZ;616;;SAO MIGUEL;63010462;;;16492239000166;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5164;INSTITUTO FLOR DO PIQUI;1285130;20250529001421500;60328.8;2025-05-29;46309042000100;COMÉRCIO ATACADISTA DE ALIMENTOS SOUSA LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);60328.8;481;35868.0;2025-05-30;30;2ªQuinzena;mai.;2025;Efetivada;46309042000100;46309042;0001;00;1;FEIJAO VO ANA;02;20220509;00;4632001;4729699,8292000,4930201,4930202;RUA;JOAO XXIII;4946;GALPAOA;GRANJA LISBOA;61661180;;;46309042000100;1373;2303709.0;Caucaia;CAUCAIA;Grande Fortaleza;Grande Fortaleza;LOTE 12;INDACE;Caucaia;56.0;56.0;52.0;52.0;4.0;4.0;20.0;24.0;76.0;7.6
5165;INSTITUTO FLOR DO PIQUI;1285130;20250530001421900;56448.0;2025-05-30;45707976000137;VILLELA COMERCIO DE ALIMENTOS LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);56448.0;8649;56448.0;2025-06-02;2;1ªQuinzena;jun.;2025;Efetivada;45707976000137;45707976;0001;37;1;VILLELA ALIMENTOS;02;20220318;00;4722901;1013901,4712100;RUA;CORONEL JOAO CORREIA;3631;;GRANJA LISBOA;60540286;;;45707976000137;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
5166;INSTITUTO FLOR DO PIQUI;1285130;20250530001421900;47440.0;2025-05-30;34153950000178;CONSERV CONSTRUÇÕES E SERVIÇOS EIRELI;Nota Fiscal;121;"Deslocamento e Logistica (combustiveis, locação de veiculos)
";47440.0;71;14000.0;2025-06-02;2;1ªQuinzena;jun.;2025;Efetivada;34153950000178;34153950;0001;78;1;CONSERV CONSTRUCOES;02;20190709;00;4120400;0161099,1813001,1813099,1822901,3299003,3314710,3600602,3811400,3812200,4211101,4211102,4212000,4213800,4221905,4222701,4292801,4299501,4311801,4311802,4312600,4313400,4321500,4322301,4322303,4330401,4330402,4330403,4330499,4391600,4399101,4399103,4399105,4399199,4923002,4924800,5590603,5620101,5620102,6311900,7111100,7112000,7119703,7119704,7312200,7319001,7319004,7420004,7490199,7711000,7729202,7731400,7732201,7739003,7739099,7810800,8011101,8111700,8121400,8122200,8129000,8211300,8219901,8219999,8230001,8230002,8511200,8512100,8513900,8592999,8599699,8730199,9001902,9001906,9003500,9319101,9329899,9521500;RUA;FRANCISCO MAGALHAES;245;;ALTO DA ALEGRIA;63092218;;;34153950000178;1337;2301901.0;Barbalha;BARBALHA;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Barbalha;10.0;40.0;9.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4
5167;INSTITUTO FLOR DO PIQUI;1285130;20250603001423200;957.9;2025-06-03;32863970000107;TERRA FORTE COMÉRCIO E SERVIÇOS EIRELI;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";957.9;606;579.9;2025-06-04;4;1ªQuinzena;jun.;2025;Efetivada;32863970000107;32863970;0001;07;1;TERRA FORTE;02;20190222;00;4692300;0161099,3314711,4120400,4649404,4663000,4683400,4744002,4744099,4753900,4754701,4759899,4771704,4789002,4789004,4789005,7490103,8230001,8599604;RUA;BALDUINO BEZERRA;565;;NOSSA SENHORA DE FATIMA;63130030;;;32863970000107;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4
5168;INSTITUTO FLOR DO PIQUI;1285130;20250603001423300;40418.0;2025-06-03;4368432000100;J.R DA SILVA MARTINS ARMAZÉM;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";40418.0;1841;98.0;2025-06-04;4;1ªQuinzena;jun.;2025;Efetivada;04368432000100;04368432;0001;00;1;J. R. DA SILVA;02;20050924;00;4712100;1811302,3312103,3313999,3811400,4530701,4530705,4612500,4613300,4614100,4618402,4623109,4623199,4631100,4633801,4637107,4642702,4643501,4644301,4647801,4649404,4661300,4662100,4664800,4669901,4674500,4679601,4679699,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4757100,4761001,4761003,4763601,4763602,4771701,4771704,4772500,4773300,4774100,4781400,4782201,4785799,4789002,4789007,4789099,4923002,4924800,5620101,5620102,5819100,7711000,7990200,8122200,8219901,8230001,8299799,8599604,8599605,9003500;AVENIDA;AIRTON SENA;362;;FRANCISCANOS;63020035;;;04368432000100;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5169;INSTITUTO FLOR DO PIQUI;1285130;20250611001429100;7834.02;2025-06-11;32863970000107;TERRA FORTE COMÉRCIO E SERVIÇOS EIRELI;Nota Fiscal;213;"Material de Higienização e Limpeza 
";7834.02;608;1134.0;2025-06-12;12;1ªQuinzena;jun.;2025;Efetivada;32863970000107;32863970;0001;07;1;TERRA FORTE;02;20190222;00;4692300;0161099,3314711,4120400,4649404,4663000,4683400,4744002,4744099,4753900,4754701,4759899,4771704,4789002,4789004,4789005,7490103,8230001,8599604;RUA;BALDUINO BEZERRA;565;;NOSSA SENHORA DE FATIMA;63130030;;;32863970000107;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4
5170;INSTITUTO FLOR DO PIQUI;1285130;20250611001429100;1401.8;2025-06-11;20662701000101;GEILSON BEZERRA DA SILVA ME;Nota Fiscal;213;"Material de Higienização e Limpeza 
";1401.8;559;50.0;2025-06-12;12;1ªQuinzena;jun.;2025;Efetivada;20662701000101;20662701;0001;01;1;COMERCIAL G. BEZERRA;02;20231010;00;4712100;1811302,3313999,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4761001,4761003,4763601,4763602,4763603,4772500,4774100,4781400,4782201,4785799,4789007,4789099,4923002,4924800,5620101,5819100,7990200,8122200,8230001,9003500,9511800;AVENIDA;PREFEITO CARLOS CRUZ;1627;LETRA A;SAO MIGUEL;63010455;;;20662701000101;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5171;INSTITUTO FLOR DO PIQUI;1285130;20250611001429100;36989.64;2025-06-11;20662701000101;GEILSON BEZERRA DA SILVA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);36989.64;560;9284.0;2025-06-12;12;1ªQuinzena;jun.;2025;Efetivada;20662701000101;20662701;0001;01;1;COMERCIAL G. BEZERRA;02;20231010;00;4712100;1811302,3313999,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4761001,4761003,4763601,4763602,4763603,4772500,4774100,4781400,4782201,4785799,4789007,4789099,4923002,4924800,5620101,5819100,7990200,8122200,8230001,9003500,9511800;AVENIDA;PREFEITO CARLOS CRUZ;1627;LETRA A;SAO MIGUEL;63010455;;;20662701000101;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5172;INSTITUTO FLOR DO PIQUI;1285130;20250611001429200;228017.4;2025-06-11;58237623000162;JR COMERCIO ATACADISTA DE ALIMENTOS LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);228017.4;71;110885.0;2025-06-12;12;1ªQuinzena;jun.;2025;Efetivada;58237623000162;58237623;0001;62;1;JR ALIMENTOS;02;20241126;00;4639701;4722901,4632001,4632002,4633801,4634601,4634699,4712100,4637199;RUA;ECA DE QUEIROS;360;;VILA PERI;60730115;;;58237623000162;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
5173;INSTITUTO FLOR DO PIQUI;1285130;20250612001429600;56448.0;2025-06-12;45707976000137;VILLELA COMERCIO DE ALIMENTOS LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);56448.0;8972;56448.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;45707976000137;45707976;0001;37;1;VILLELA ALIMENTOS;02;20220318;00;4722901;1013901,4712100;RUA;CORONEL JOAO CORREIA;3631;;GRANJA LISBOA;60540286;;;45707976000137;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
5174;INSTITUTO FLOR DO PIQUI;1285130;20250612001429600;72850.0;2025-06-12;46309042000100;COMÉRCIO ATACADISTA DE ALIMENTOS SOUSA LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);72850.0;484;44530.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;46309042000100;46309042;0001;00;1;FEIJAO VO ANA;02;20220509;00;4632001;4729699,8292000,4930201,4930202;RUA;JOAO XXIII;4946;GALPAOA;GRANJA LISBOA;61661180;;;46309042000100;1373;2303709.0;Caucaia;CAUCAIA;Grande Fortaleza;Grande Fortaleza;LOTE 12;INDACE;Caucaia;56.0;56.0;52.0;52.0;4.0;4.0;20.0;24.0;76.0;7.6
5175;INSTITUTO FLOR DO PIQUI;1285130;20250612001430100;78069.1;2025-06-12;37954887000167;COOPERATIVA AGROINDUSTRIA SUL CEARENSE;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);78069.1;1183;9300.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;37954887000167;37954887;0001;67;1;COOPERSUL;02;20200803;00;1031700;0142300,0159801,0161099,0220906,1066000,3600601,4623101,4623106,4623109,4631100,4632002,4632003,4633801,4634601,4634602,4634699,4683400,4721103,4724500,4729699,4789004,7490103,8211300,8230001,8599604;RUA;INACIO FERREIRA TELES;101;;SAO JOSE;63133565;;;37954887000167;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4
5176;INSTITUTO FLOR DO PIQUI;1285130;20250616001431500;78000.0;2025-06-16;16492239000166;PROVECTA EMPREENDIMENTOS LTDA - ME;Nota Fiscal;122;"Serviço de preparo de alimento
";78000.0;2762;78000.0;2025-06-17;17;2ªQuinzena;jun.;2025;Efetivada;16492239000166;16492239;0001;66;1;PROVECTA;02;20120705;00;4120400;1412601,1521100,1813001,1813099,1822901,3299003,3600601,3600602,3811400,4211101,4211102,4212000,4213800,4292801,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4322301,4322303,4330401,4330402,4330403,4330404,4330499,4391600,4399103,4399104,4923002,4924800,4929902,5590603,5620101,5620102,6311900,7020400,7312200,7319004,7420004,7490199,7719599,7729202,7732201,7733100,7739003,7739099,7810800,8122200,8129000,8211300,8219901,8219999,8230001,8230002,8511200,8512100,8513900,8550302,8592999,8599699,8730199,9001902,9001906,9001999,9003500,9329899,9521500;RUA;SAO LUIZ;616;;SAO MIGUEL;63010462;;;16492239000166;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5177;INSTITUTO FLOR DO PIQUI;1285130;20250619001432600;1471.89;2025-06-19;20662701000101;GEILSON BEZERRA DA SILVA ME;Nota Fiscal;213;"Material de Higienização e Limpeza 
";1471.89;563;25.0;2025-06-20;20;2ªQuinzena;jun.;2025;Efetivada;20662701000101;20662701;0001;01;1;COMERCIAL G. BEZERRA;02;20231010;00;4712100;1811302,3313999,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4761001,4761003,4763601,4763602,4763603,4772500,4774100,4781400,4782201,4785799,4789007,4789099,4923002,4924800,5620101,5819100,7990200,8122200,8230001,9003500,9511800;AVENIDA;PREFEITO CARLOS CRUZ;1627;LETRA A;SAO MIGUEL;63010455;;;20662701000101;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5178;INSTITUTO FLOR DO PIQUI;1285130;20250619001432600;7663.08;2025-06-19;32863970000107;TERRA FORTE COMÉRCIO E SERVIÇOS EIRELI;Nota Fiscal;213;"Material de Higienização e Limpeza 
";7663.08;609;756.0;2025-06-20;20;2ªQuinzena;jun.;2025;Efetivada;32863970000107;32863970;0001;07;1;TERRA FORTE;02;20190222;00;4692300;0161099,3314711,4120400,4649404,4663000,4683400,4744002,4744099,4753900,4754701,4759899,4771704,4789002,4789004,4789005,7490103,8230001,8599604;RUA;BALDUINO BEZERRA;565;;NOSSA SENHORA DE FATIMA;63130030;;;32863970000107;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4
5179;INSTITUTO FLOR DO PIQUI;1285130;20250619001432600;30901.8;2025-06-19;20662701000101;GEILSON BEZERRA DA SILVA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);30901.8;564;9022.36;2025-06-20;20;2ªQuinzena;jun.;2025;Efetivada;20662701000101;20662701;0001;01;1;COMERCIAL G. BEZERRA;02;20231010;00;4712100;1811302,3313999,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4761001,4761003,4763601,4763602,4763603,4772500,4774100,4781400,4782201,4785799,4789007,4789099,4923002,4924800,5620101,5819100,7990200,8122200,8230001,9003500,9511800;AVENIDA;PREFEITO CARLOS CRUZ;1627;LETRA A;SAO MIGUEL;63010455;;;20662701000101;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5180;INSTITUTO FLOR DO PIQUI;1285130;20250623001433100;52162.5;2025-06-23;16492239000166;PROVECTA EMPREENDIMENTOS LTDA - ME;Nota Fiscal;122;"Serviço de preparo de alimento
";52162.5;2763;52162.5;2025-06-24;24;2ªQuinzena;jun.;2025;Efetivada;16492239000166;16492239;0001;66;1;PROVECTA;02;20120705;00;4120400;1412601,1521100,1813001,1813099,1822901,3299003,3600601,3600602,3811400,4211101,4211102,4212000,4213800,4292801,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4322301,4322303,4330401,4330402,4330403,4330404,4330499,4391600,4399103,4399104,4923002,4924800,4929902,5590603,5620101,5620102,6311900,7020400,7312200,7319004,7420004,7490199,7719599,7729202,7732201,7733100,7739003,7739099,7810800,8122200,8129000,8211300,8219901,8219999,8230001,8230002,8511200,8512100,8513900,8550302,8592999,8599699,8730199,9001902,9001906,9001999,9003500,9329899,9521500;RUA;SAO LUIZ;616;;SAO MIGUEL;63010462;;;16492239000166;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5181;INSTITUTO FLOR DO PIQUI;1285130;20250624001433300;72531.9;2025-06-24;4368432000100;J.R DA SILVA MARTINS ARMAZÉM;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";72531.9;1842;308.7;2025-06-25;25;2ªQuinzena;jun.;2025;Efetivada;04368432000100;04368432;0001;00;1;J. R. DA SILVA;02;20050924;00;4712100;1811302,3312103,3313999,3811400,4530701,4530705,4612500,4613300,4614100,4618402,4623109,4623199,4631100,4633801,4637107,4642702,4643501,4644301,4647801,4649404,4661300,4662100,4664800,4669901,4674500,4679601,4679699,4744002,4744003,4744099,4751201,4753900,4754701,4754702,4755501,4755503,4756300,4757100,4761001,4761003,4763601,4763602,4771701,4771704,4772500,4773300,4774100,4781400,4782201,4785799,4789002,4789007,4789099,4923002,4924800,5620101,5620102,5819100,7711000,7990200,8122200,8219901,8230001,8299799,8599604,8599605,9003500;AVENIDA;AIRTON SENA;362;;FRANCISCANOS;63020035;;;04368432000100;1447;2307304.0;Juazeiro do Norte;JUAZEIRO DO NORTE;Cariri;Cariri;LOTE 22;ASSOCIAÇÃO CRISTÃ DE BASE                      ACB;Juazeiro do Norte;25.0;47.0;23.0;45.0;2.0;2.0;5.0;7.0;52.0;5.2
5182;INSTITUTO FLOR DO PIQUI;1285130;20250624001433300;11474.61;2025-06-24;32863970000107;TERRA FORTE COMÉRCIO E SERVIÇOS EIRELI;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";11474.61;610;6900.81;2025-06-25;25;2ªQuinzena;jun.;2025;Efetivada;32863970000107;32863970;0001;07;1;TERRA FORTE;02;20190222;00;4692300;0161099,3314711,4120400,4649404,4663000,4683400,4744002,4744099,4753900,4754701,4759899,4771704,4789002,4789004,4789005,7490103,8230001,8599604;RUA;BALDUINO BEZERRA;565;;NOSSA SENHORA DE FATIMA;63130030;;;32863970000107;1385;2304202.0;Crato;CRATO;Cariri;Cariri;LOTE 23;FLOR DO PQUI;Crato;22.0;40.0;21.0;38.0;1.0;2.0;4.0;6.0;44.0;4.4
5183;INSTITUTO FLOR DO PIQUI;1285130;20250624001433600;37389.5;2025-06-24;58237623000162;JR COMERCIO ATACADISTA DE ALIMENTOS LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);37389.5;77;23617.5;2025-06-25;25;2ªQuinzena;jun.;2025;Efetivada;58237623000162;58237623;0001;62;1;JR ALIMENTOS;02;20241126;00;4639701;4722901,4632001,4632002,4633801,4634601,4634699,4712100,4637199;RUA;ECA DE QUEIROS;360;;VILA PERI;60730115;;;58237623000162;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
5184;INSTITUTO FLOR DO PIQUI;1285130;20250625001433800;20664.0;2025-06-25;45707976000137;VILLELA COMERCIO DE ALIMENTOS LTDA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);20664.0;9209;20664.0;2025-06-26;26;2ªQuinzena;jun.;2025;Efetivada;45707976000137;45707976;0001;37;1;VILLELA ALIMENTOS;02;20220318;00;4722901;1013901,4712100;RUA;CORONEL JOAO CORREIA;3631;;GRANJA LISBOA;60540286;;;45707976000137;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
