;Orgão;Instrumento;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Código Item;IPT;Valor DL;Nº DL;Valor Item;Data Pagamento;Dia;Quinzena;Mês;Ano;Situação OBT;CNPJ 14FILL;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ;codigo;Código do município (IBGE);Nome do município;mun_upp;Região de Planejamento;REGIÃO DE PLANEJAMENTO;Nº LOTE;UNIDADE GERENCIADORA;Município;NÚMERO DE COZINHAS POR MUNICÍPIO;N° COZINHAS TOTAL /LOTE;N° COZINHAS FUNCIONANDO;FUNCIONANDO (TOTAL/LOTE);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024) TOTAL;NOVAS COZINHAS (2025);TOTAL DE COZINHA PARA ABRIR;TOTAL GERAL COZINHAS/LOTE;REFEIÇÕES /DIA
202;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240830001289000;80600.34;2024-08-30;7453545000100;MT MARTINS BATISTA LTDA;Nota Fiscal;122;"Serviço de preparo de alimento
";80600.34;711;80600.34;2024-09-02;2;1ªQuinzena;set.;2024;Efetivada;07453545000100;07453545;0001;00;1;R MARTINS COMERCIO E SERVICOS;02;20210622;00;4761003;1412602,1413402,1811301,1812100,1813001,1821100,1822901,1830001,2399199,3600602,4322302,4330404,4399104,4511101,4511102,4520001,4530703,4530705,4712100,4713004,4721102,4721103,4721104,4722901,4723700,4724500,4729601,4732600,4741500,4742300,4743100,4744001,4744003,4751201,4752100,4753900,4754701,4754703,4755501,4755503,4756300,4757100,4759801,4761001,4762800,4763601,4763602,4772500,4773300,4774100,4781400,4782201,4783101,4785701,4789001,4789005,4789007,4923002,4924800,4929902,5510801,5611201,5620101,5620102,5819100,6209100,6311900,6920601,7020400,7311400,7319003,7319004,7711000,7719599,7739003,7739099,8211300,8219901,8219999,8230001,8230002,8599604,9319101,9511800,9512600,9529105;RUA;RAIMUNDO ALCOFORADO;620;;ALTO GUARAMIRANGA;62700000;;;07453545000100;1355;2302800.0;Canindé;CANINDÉ;Sertão de Canindé;Sertão de Canindé;LOTE 32;CACTUS;Canindé;10.0;31.0;10.0;31.0;0.0;0.0;2.0;2.0;33.0;3.3
203;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240902001289700;650.0;2024-09-02;7453545000100;MT MARTINS BATISTA LTDA;Nota Fiscal;122;"Serviço de preparo de alimento
";650.0;714;650.0;2024-09-03;3;1ªQuinzena;set.;2024;Efetivada;07453545000100;07453545;0001;00;1;R MARTINS COMERCIO E SERVICOS;02;20210622;00;4761003;1412602,1413402,1811301,1812100,1813001,1821100,1822901,1830001,2399199,3600602,4322302,4330404,4399104,4511101,4511102,4520001,4530703,4530705,4712100,4713004,4721102,4721103,4721104,4722901,4723700,4724500,4729601,4732600,4741500,4742300,4743100,4744001,4744003,4751201,4752100,4753900,4754701,4754703,4755501,4755503,4756300,4757100,4759801,4761001,4762800,4763601,4763602,4772500,4773300,4774100,4781400,4782201,4783101,4785701,4789001,4789005,4789007,4923002,4924800,4929902,5510801,5611201,5620101,5620102,5819100,6209100,6311900,6920601,7020400,7311400,7319003,7319004,7711000,7719599,7739003,7739099,8211300,8219901,8219999,8230001,8230002,8599604,9319101,9511800,9512600,9529105;RUA;RAIMUNDO ALCOFORADO;620;;ALTO GUARAMIRANGA;62700000;;;07453545000100;1355;2302800.0;Canindé;CANINDÉ;Sertão de Canindé;Sertão de Canindé;LOTE 32;CACTUS;Canindé;10.0;31.0;10.0;31.0;0.0;0.0;2.0;2.0;33.0;3.3
204;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240903001291000;1335.49;2024-09-03;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";1335.49;4194;1335.49;2024-09-04;4;1ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
205;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240903001291000;35779.5;2024-09-03;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";35779.5;4195;35779.5;2024-09-04;4;1ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
206;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240903001291000;97627.67;2024-09-03;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);97627.67;4191;85052.88;2024-09-04;4;1ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
207;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240903001291000;38560.32;2024-09-03;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);38560.32;12972;38560.32;2024-09-04;4;1ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
208;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240903001291000;256.8;2024-09-03;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";256.8;12974;256.8;2024-09-04;4;1ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
209;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240903001291000;6903.0;2024-09-03;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";6903.0;12973;6903.0;2024-09-04;4;1ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
210;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240905001292600;11000.0;2024-09-05;3448365000171;F C IBIAPINA;Nota Fiscal;121;"Deslocamento e Logística (combustiveis, locação de veiculos)
";11000.0;344;11000.0;2024-09-06;6;1ªQuinzena;set.;2024;Efetivada;03448365000171;03448365;0001;71;1;;02;20051103;00;8211300;7711000;RUA;BARAO DO RIO BRANCO;1071;SALA  728;CENTRO;60025060;;;03448365000171;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
211;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240905001292600;23203.72;2024-09-05;899037000101;POSTO DOTH LTDA;Nota Fiscal;121;"Deslocamento e Logística (combustiveis, locação de veiculos)
";23203.72;8175;23203.72;2024-09-06;6;1ªQuinzena;set.;2024;Efetivada;00899037000101;00899037;0001;01;1;POSTO DOTH;02;20051103;00;4731800;4520005,4520006,4530705,4732600,4784900;RUA;SEBASTIAO RIBEIRO DA SILVA;S/N;;CENTRO;63800000;;;00899037000101;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
212;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240906001293500;8977.5;2024-09-06;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";8977.5;4200;8977.5;2024-09-09;9;1ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
213;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240906001293500;237295.68;2024-09-06;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);237295.68;4209;237295.68;2024-09-09;9;1ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
214;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240920001298900;22263.76;2024-09-20;7453545000100;MT MARTINS BATISTA LTDA;Nota Fiscal;122;"Serviço de preparo de alimento
";22263.76;756;22263.76;2024-09-23;23;2ªQuinzena;set.;2024;Efetivada;07453545000100;07453545;0001;00;1;R MARTINS COMERCIO E SERVICOS;02;20210622;00;4761003;1412602,1413402,1811301,1812100,1813001,1821100,1822901,1830001,2399199,3600602,4322302,4330404,4399104,4511101,4511102,4520001,4530703,4530705,4712100,4713004,4721102,4721103,4721104,4722901,4723700,4724500,4729601,4732600,4741500,4742300,4743100,4744001,4744003,4751201,4752100,4753900,4754701,4754703,4755501,4755503,4756300,4757100,4759801,4761001,4762800,4763601,4763602,4772500,4773300,4774100,4781400,4782201,4783101,4785701,4789001,4789005,4789007,4923002,4924800,4929902,5510801,5611201,5620101,5620102,5819100,6209100,6311900,6920601,7020400,7311400,7319003,7319004,7711000,7719599,7739003,7739099,8211300,8219901,8219999,8230001,8230002,8599604,9319101,9511800,9512600,9529105;RUA;RAIMUNDO ALCOFORADO;620;;ALTO GUARAMIRANGA;62700000;;;07453545000100;1355;2302800.0;Canindé;CANINDÉ;Sertão de Canindé;Sertão de Canindé;LOTE 32;CACTUS;Canindé;10.0;31.0;10.0;31.0;0.0;0.0;2.0;2.0;33.0;3.3
215;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240920001299200;376.87;2024-09-20;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";376.87;4309;376.87;2024-09-23;23;2ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
216;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299300;131.45;2024-09-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);131.45;13042;131.45;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
217;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299300;487.92;2024-09-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";487.92;13032;487.92;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
218;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299600;69686.52;2024-09-23;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);69686.52;4340;69686.52;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
219;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299600;3229.2;2024-09-23;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";3229.2;4341;3229.2;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
220;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299600;21865.2;2024-09-23;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";21865.2;4342;21865.2;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
221;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299800;34863.94;2024-09-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);34863.94;12976;34863.94;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
222;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299800;128195.61;2024-09-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);128195.61;13040;128195.61;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
223;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299800;4593.66;2024-09-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);4593.66;13041;4593.66;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
224;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299800;1947.0;2024-09-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";1947.0;12978;1947.0;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
225;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240923001299800;15871.0;2024-09-23;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca)
";15871.0;13043;15871.0;2024-09-24;24;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
226;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240925001301000;24281.53;2024-09-25;20968028000124;M J DE QUEIROZ NOGUEIRA MERCEARIA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);24281.53;4362;24281.53;2024-09-26;26;2ªQuinzena;set.;2024;Efetivada;20968028000124;20968028;0001;24;1;;02;20140903;00;4712100;4721102,5611203;RUA;DONA ADELIA ALBUQUERQUE;401;;SALVIANO CARLOS;63800000;;;20968028000124;1529;2311405.0;Quixeramobim;QUIXERAMOBIM;Sertão Central;Sertão Central;LOTE 30;CENTRO SOCIAL DOS MORADORES DO PARQUE SÃO JOSÉ;Quixeramobim;11.0;36.0;11.0;36.0;0.0;0.0;4.0;4.0;40.0;4.0
227;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240927001301900;30779.89;2024-09-27;7453545000100;MT MARTINS BATISTA LTDA;Nota Fiscal;122;"Serviço de preparo de alimento
";30779.89;763;30779.89;2024-09-30;30;2ªQuinzena;set.;2024;Efetivada;07453545000100;07453545;0001;00;1;R MARTINS COMERCIO E SERVICOS;02;20210622;00;4761003;1412602,1413402,1811301,1812100,1813001,1821100,1822901,1830001,2399199,3600602,4322302,4330404,4399104,4511101,4511102,4520001,4530703,4530705,4712100,4713004,4721102,4721103,4721104,4722901,4723700,4724500,4729601,4732600,4741500,4742300,4743100,4744001,4744003,4751201,4752100,4753900,4754701,4754703,4755501,4755503,4756300,4757100,4759801,4761001,4762800,4763601,4763602,4772500,4773300,4774100,4781400,4782201,4783101,4785701,4789001,4789005,4789007,4923002,4924800,4929902,5510801,5611201,5620101,5620102,5819100,6209100,6311900,6920601,7020400,7311400,7319003,7319004,7711000,7719599,7739003,7739099,8211300,8219901,8219999,8230001,8230002,8599604,9319101,9511800,9512600,9529105;RUA;RAIMUNDO ALCOFORADO;620;;ALTO GUARAMIRANGA;62700000;;;07453545000100;1355;2302800.0;Canindé;CANINDÉ;Sertão de Canindé;Sertão de Canindé;LOTE 32;CACTUS;Canindé;10.0;31.0;10.0;31.0;0.0;0.0;2.0;2.0;33.0;3.3
228;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240927001302000;54600.0;2024-09-27;7453545000100;MT MARTINS BATISTA LTDA;Nota Fiscal;122;"Serviço de preparo de alimento
";54600.0;764;54600.0;2024-09-30;30;2ªQuinzena;set.;2024;Efetivada;07453545000100;07453545;0001;00;1;R MARTINS COMERCIO E SERVICOS;02;20210622;00;4761003;1412602,1413402,1811301,1812100,1813001,1821100,1822901,1830001,2399199,3600602,4322302,4330404,4399104,4511101,4511102,4520001,4530703,4530705,4712100,4713004,4721102,4721103,4721104,4722901,4723700,4724500,4729601,4732600,4741500,4742300,4743100,4744001,4744003,4751201,4752100,4753900,4754701,4754703,4755501,4755503,4756300,4757100,4759801,4761001,4762800,4763601,4763602,4772500,4773300,4774100,4781400,4782201,4783101,4785701,4789001,4789005,4789007,4923002,4924800,4929902,5510801,5611201,5620101,5620102,5819100,6209100,6311900,6920601,7020400,7311400,7319003,7319004,7711000,7719599,7739003,7739099,8211300,8219901,8219999,8230001,8230002,8599604,9319101,9511800,9512600,9529105;RUA;RAIMUNDO ALCOFORADO;620;;ALTO GUARAMIRANGA;62700000;;;07453545000100;1355;2302800.0;Canindé;CANINDÉ;Sertão de Canindé;Sertão de Canindé;LOTE 32;CACTUS;Canindé;10.0;31.0;10.0;31.0;0.0;0.0;2.0;2.0;33.0;3.3
229;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240927001302600;11000.0;2024-09-27;3448365000171;F C IBIAPINA;Nota Fiscal;121;"Deslocamento e Logística (combustiveis, locação de veiculos)
";11000.0;347;11000.0;2024-09-30;30;2ªQuinzena;set.;2024;Efetivada;03448365000171;03448365;0001;71;1;;02;20051103;00;8211300;7711000;RUA;BARAO DO RIO BRANCO;1071;SALA  728;CENTRO;60025060;;;03448365000171;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
230;instituto antonio conselheiro de apoio, assessoria e pesquisa para o desenvolvimento humano;1284431;20240927001302900;1566.48;2024-09-27;8107174000160;F V OLIVEIRA NOGUEIRA;Nota Fiscal;213;"Matérial de Higienização e Limpeza 
";1566.48;13066;1566.48;2024-09-30;30;2ªQuinzena;set.;2024;Efetivada;08107174000160;08107174;0001;60;1;;02;20060621;00;4711302;1091102,4721102,4721103,4721104,4722901,4723700,4724500,4742300,4751201,4753900,4755502,4755503,4761003,4763601,4763602,4772500,4782201,4789004,4789005,4930201;PRACA;ALCIDES BARREIRA;48;;CENTRO;63600000;;;08107174000160;1555;2312700.0;Senador Pompeu;SENADOR POMPEU;Sertão Central;Sertão Central;LOTE 31;IARTE;Senador Pompeu;9.0;29.0;9.0;29.0;0.0;0.0;2.0;2.0;31.0;3.1
